gene_name	gene_id	FTP_URL
DLGAP1-AS5	ENSG00000261520	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261520_id.parquet
AC012615.1	ENSG00000261526	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261526_id.parquet
AC100774.1	ENSG00000261529	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261529_id.parquet
AL596244.1	ENSG00000261534	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261534_id.parquet
AC011978.2	ENSG00000261542	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261542_id.parquet
AC011939.2	ENSG00000261544	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261544_id.parquet
AC135782.3	ENSG00000261546	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261546_id.parquet
AL137782.1	ENSG00000261553	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261553_id.parquet
AC007216.3	ENSG00000261560	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261560_id.parquet
AL157402.2	ENSG00000261573	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261573_id.parquet
AL121753.1	ENSG00000261582	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261582_id.parquet
TMEM249	ENSG00000261587	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261587_id.parquet
AC010531.3	ENSG00000261592	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261592_id.parquet
AC005632.2	ENSG00000261596	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261596_id.parquet
GAN	ENSG00000261609	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261609_id.parquet
AC093525.6	ENSG00000261613	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261613_id.parquet
AC036108.3	ENSG00000261616	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261616_id.parquet
LINC02605	ENSG00000261618	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261618_id.parquet
AC007496.2	ENSG00000261630	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261630_id.parquet
AC007728.2	ENSG00000261644	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261644_id.parquet
DISC1FP1	ENSG00000261645	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261645_id.parquet
C15orf65	ENSG00000261652	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261652_id.parquet
AL360270.2	ENSG00000261654	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261654_id.parquet
Z92544.2	ENSG00000261659	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261659_id.parquet
AC009065.8	ENSG00000261663	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261663_id.parquet
AC093591.2	ENSG00000261668	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261668_id.parquet
AC008731.1	ENSG00000261669	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261669_id.parquet
AC009075.1	ENSG00000261673	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261673_id.parquet
AC018362.1	ENSG00000261684	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261684_id.parquet
AC068724.1	ENSG00000261687	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261687_id.parquet
AC092120.1	ENSG00000261692	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261692_id.parquet
AL353732.1	ENSG00000261696	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261696_id.parquet
AC092134.1	ENSG00000261707	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261707_id.parquet
AC008870.4	ENSG00000261723	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261723_id.parquet
AL031708.1	ENSG00000261732	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261732_id.parquet
AL049597.2	ENSG00000261737	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261737_id.parquet
BOLA2-SMG1P6	ENSG00000261740	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261740_id.parquet
AC116552.1	ENSG00000261744	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261744_id.parquet
AC027228.2	ENSG00000261762	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261762_id.parquet
AC133550.2	ENSG00000261766	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261766_id.parquet
AC006504.1	ENSG00000261770	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261770_id.parquet
AC012435.2	ENSG00000261775	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261775_id.parquet
AC012184.3	ENSG00000261777	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261777_id.parquet
AC009054.2	ENSG00000261783	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261783_id.parquet
AC006058.1	ENSG00000261786	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261786_id.parquet
GOLGA8H	ENSG00000261794	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261794_id.parquet
AL033527.3	ENSG00000261798	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261798_id.parquet
AC007406.5	ENSG00000261799	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261799_id.parquet
AC007342.4	ENSG00000261804	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261804_id.parquet
AC090826.1	ENSG00000261821	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261821_id.parquet
AC084782.2	ENSG00000261823	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261823_id.parquet
LINC00662	ENSG00000261824	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261824_id.parquet
AC092718.6	ENSG00000261838	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261838_id.parquet
AL358933.1	ENSG00000261839	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261839_id.parquet
AC093249.6	ENSG00000261840	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261840_id.parquet
MIA	ENSG00000261857	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261857_id.parquet
AC130462.1	ENSG00000261864	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261864_id.parquet
AC002558.2	ENSG00000261872	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261872_id.parquet
AC087500.1	ENSG00000261879	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261879_id.parquet
AC040162.1	ENSG00000261884	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261884_id.parquet
AC005670.1	ENSG00000261886	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261886_id.parquet
AC108134.2	ENSG00000261889	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261889_id.parquet
AC027796.1	ENSG00000261916	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261916_id.parquet
AC127496.1	ENSG00000261924	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261924_id.parquet
PCDHGA9	ENSG00000261934	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261934_id.parquet
AC015909.3	ENSG00000261959	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261959_id.parquet
MMP25-AS1	ENSG00000261971	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261971_id.parquet
AC004706.1	ENSG00000261996	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000261996_id.parquet
DLGAP1-AS2	ENSG00000262001	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262001_id.parquet
AC007014.1	ENSG00000262020	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262020_id.parquet
AC091180.5	ENSG00000262039	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262039_id.parquet
AC139530.2	ENSG00000262049	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262049_id.parquet
AC005696.1	ENSG00000262050	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262050_id.parquet
AC040977.1	ENSG00000262089	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262089_id.parquet
AC027601.2	ENSG00000262115	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262115_id.parquet
AC092115.3	ENSG00000262136	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262136_id.parquet
AC124283.2	ENSG00000262147	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262147_id.parquet
AC133065.1	ENSG00000262151	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262151_id.parquet
LINC02175	ENSG00000262155	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262155_id.parquet
AC233723.1	ENSG00000262165	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262165_id.parquet
AC130651.1	ENSG00000262171	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262171_id.parquet
AC116025.2	ENSG00000262172	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262172_id.parquet
OCLM	ENSG00000262180	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262180_id.parquet
LINC01978	ENSG00000262188	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262188_id.parquet
AL157931.1	ENSG00000262198	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262198_id.parquet
AC007952.4	ENSG00000262202	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262202_id.parquet
PCDHGB3	ENSG00000262209	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262209_id.parquet
AC004771.3	ENSG00000262227	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262227_id.parquet
AC087392.3	ENSG00000262228	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262228_id.parquet
CORO7	ENSG00000262246	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262246_id.parquet
AC002558.3	ENSG00000262265	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262265_id.parquet
AC004584.1	ENSG00000262298	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262298_id.parquet
AC004494.1	ENSG00000262312	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262312_id.parquet
AC127496.3	ENSG00000262313	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262313_id.parquet
AC007952.6	ENSG00000262319	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262319_id.parquet
AC130371.1	ENSG00000262339	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262339_id.parquet
AC100791.1	ENSG00000262343	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262343_id.parquet
AC116914.1	ENSG00000262358	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262358_id.parquet
AC108134.3	ENSG00000262370	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000262370_id.parquet
